-0.83,-0.35
-0.83,-0.35
-0.83,-0.35
-0.83,-0.35
-21.0,0.35
-22.15,0.35
-22.71,0.35
14.72,-0.35
14.72,-0.35
14.72,-0.35
-19.55,0.35
-20.42,0.35
-21.29,0.35
-21.58,0.35
-21.58,0.35
-16.56,0.4
-16.56,0.4
-16.56,0.4
18.66,-0.4
19.55,-0.4
20.13,-0.4
20.42,-0.4
-17.47,0.4
-18.96,0.4
-20.42,0.4
-21.29,0.4
-21.29,0.4
15.03,-0.4
15.64,-0.4
16.56,-0.4
16.56,-0.4
16.25,-0.4
15.03,-0.4
13.79,-0.4
12.53,-0.4
11.27,-0.4
9.99,-0.4
8.7,-0.4
7.73,-0.4
6.42,-0.4
5.11,-0.4
3.8,-0.4
2.48,-0.4
1.16,-0.4
-0.17,-0.4
-1.49,-0.45
-3.14,-0.45
-4.46,-0.45
-5.77,-0.45
-7.4,-0.45
-9.02,-0.45
-10.63,-0.45
-12.53,-0.45
-14.1,-0.45
-15.95,-0.45
-18.07,-0.45
-19.84,-0.45
-21.86,-0.45
-23.55,0.45
-24.38,0.45
-24.65,0.45
-24.38,0.45
-23.55,0.45
-22.99,0.45
-22.15,0.45
-21.0,0.45
-19.25,0.45
-17.77,0.45
-15.95,0.45
-14.41,0.45
-12.85,0.45
-10.95,0.45
-9.34,0.45
-7.73,0.45
-6.1,0.45
-4.46,0.45
-2.81,0.45
-1.49,0.45
0.17,0.45
1.49,0.45
3.14,0.45
4.46,0.45
5.77,0.45
7.4,0.45
8.7,0.45
10.31,0.45
11.58,0.45
14.1,-0.45
15.03,-0.45
16.25,-0.45
16.56,-0.45
15.95,-0.45
14.72,-0.45
13.47,-0.45
11.58,-0.45
10.31,-0.45
8.7,-0.45
7.08,-0.45
5.77,-0.45
4.13,-0.45
2.48,-0.45
1.16,-0.45
-0.5,-0.45
-2.15,-0.45
-3.8,-0.45
-5.44,-0.45
-7.4,-0.45
-9.02,-0.45
-10.63,-0.45
-12.53,-0.45
-14.1,-0.45
-15.95,-0.45
-17.77,-0.45
-19.55,-0.45
-21.58,0.45
-22.71,0.45
-23.55,0.45
-24.11,0.45
-23.83,0.45
-22.99,0.45
-22.71,0.45
-22.15,0.45
-21.0,0.45
-19.84,0.45
-18.36,0.45
-17.16,0.45
-15.64,0.45
-14.41,0.45
-13.16,0.45
-11.58,0.45
-9.99,0.45
-8.7,0.45
-7.08,0.45
-5.77,0.45
-4.13,0.45
-2.81,0.45
-1.16,0.45
0.5,0.45
2.15,0.45
3.47,0.45
5.11,0.45
6.75,0.45
8.38,0.45
9.99,0.45
11.58,0.45
12.85,0.45
14.41,0.45
18.07,-0.45
19.25,-0.45
20.42,-0.45
21.0,-0.45
20.42,-0.45
18.66,-0.45
17.47,-0.45
16.25,-0.45
14.72,-0.45
13.16,-0.45
11.58,-0.45
10.31,-0.45
8.7,-0.45
7.08,-0.45
5.77,-0.45
4.13,-0.45
2.48,-0.45
0.5,-0.45
-1.16,-0.45
-2.81,-0.45
-4.46,-0.45
-6.1,-0.45
-7.73,-0.45
-9.67,-0.45
-11.27,-0.45
-13.16,-0.45
-14.72,-0.45
-16.56,-0.45
-18.66,-0.45
-21.86,0.45
-22.71,0.45
-23.27,0.45
-23.83,0.45
-23.55,0.45
-22.99,0.45
-22.43,0.45
-21.86,0.45
-20.42,0.45
-18.96,0.45
-17.77,0.45
-16.25,0.45
-14.72,0.45
-13.16,0.45
-11.58,0.45
-10.31,0.45
-8.7,0.45
-7.08,0.45
-5.44,0.45
-4.13,0.45
-2.81,0.45
-1.49,0.45
-0.17,0.45
1.16,0.45
2.48,0.45
3.47,0.45
4.46,0.45
5.77,0.45
6.75,0.45
8.05,-0.45
9.34,-0.45
10.31,-0.45
10.95,-0.45
10.63,-0.45
9.67,-0.45
8.38,-0.45
7.4,-0.45
6.1,-0.45
4.79,-0.45
3.47,-0.5
2.15,-0.5
0.5,-0.5
-0.83,-0.5
-2.81,-0.5
-4.46,-0.5
-6.1,-0.5
-8.05,-0.5
-9.99,-0.5
-11.9,-0.5
-13.79,-0.5
-15.34,-0.5
-17.16,-0.5
-18.66,-0.5
-19.84,-0.5
-21.0,-0.5
-22.15,-0.5
-22.71,0.5
-22.99,0.5
-23.55,0.5
-23.55,0.5
-23.55,0.5
-22.71,0.5
-21.86,0.5
-20.42,0.5
-18.66,0.5
-16.86,0.5
-15.03,0.5
-13.47,0.5
-11.9,0.5
-10.63,0.5
-9.67,0.5
-8.7,0.5
-7.4,0.5
-6.42,0.5
-5.44,0.5
-4.13,0.5
-3.14,0.5
-1.82,0.5
-0.83,0.5
0.5,0.5
1.82,0.5
2.81,0.5
4.13,0.5
5.77,0.5
7.08,0.5
8.7,0.5
9.99,0.5
11.58,0.5
13.79,-0.5
15.03,-0.5
15.95,-0.5
16.25,-0.5
15.64,-0.5
12.53,-0.5
10.63,-0.5
9.02,-0.5
7.4,-0.5
5.77,-0.5
3.8,-0.5
2.15,-0.5
0.5,-0.5
-1.49,-0.5
-3.14,-0.5
-5.11,-0.5
-6.75,-0.5
-8.7,-0.5
-10.63,-0.5
-12.53,-0.5
-14.72,-0.5
-16.56,-0.5
-18.66,-0.5
-20.13,-0.5
-21.86,-0.5
-22.99,0.5
-23.55,0.5
-24.11,0.5
-24.38,0.5
-24.11,0.5
-22.99,0.5
-22.71,0.5
-22.15,0.5
-20.42,0.5
-18.96,0.5
-17.47,0.5
-15.95,0.5
-14.41,0.5
-13.16,0.5
-11.58,0.5
-10.31,0.5
-8.7,0.5
-7.4,0.5
-6.1,0.5
-4.79,0.5
-3.47,0.5
-1.82,0.5
-0.17,0.5
1.16,0.5
2.48,0.5
4.13,0.5
5.77,0.5
7.4,0.5
9.02,0.5
10.31,0.5
11.9,0.5
14.41,-0.5
15.64,-0.5
16.86,-0.5
17.47,-0.5
16.86,-0.5
15.34,-0.5
13.79,-0.5
12.22,-0.5
10.31,-0.5
8.7,-0.5
7.08,-0.5
5.44,-0.5
3.8,-0.5
2.15,-0.5
0.17,-0.5
-1.49,-0.5
-3.47,-0.5
-5.44,-0.5
-7.4,-0.5
-9.02,-0.5
-11.27,-0.5
-13.16,-0.5
-15.03,-0.5
-16.56,-0.5
-19.84,0.5
-21.0,0.5
-22.15,0.5
-22.43,0.5
-21.86,0.5
-20.42,0.5
-18.96,0.5
-17.47,0.5
-15.95,0.5
-14.1,0.5
-12.53,0.5
-11.27,0.5
-9.99,0.5
-8.7,0.5
-7.4,0.5
-6.42,0.5
-5.11,0.5
-3.8,0.5
-2.48,0.5
-1.16,0.5
0.17,0.5
1.49,0.5
2.81,0.5
4.46,0.5
5.77,0.5
7.4,0.5
9.02,0.5
11.9,-0.5
13.16,-0.5
14.41,-0.5
14.72,-0.5
14.1,-0.5
12.53,-0.5
10.95,-0.5
9.67,-0.5
7.73,-0.5
6.42,-0.5
4.46,-0.5
3.14,-0.5
1.16,-0.5
-0.5,-0.5
-2.15,-0.55
-3.8,-0.55
-5.44,-0.55
-7.4,-0.55
-9.34,-0.55
-11.27,-0.55
-14.72,0.55
-16.25,0.55
-17.47,0.55
-17.77,0.55
-17.16,0.55
-15.03,0.55
-13.79,0.55
-12.22,0.55
-10.95,0.55
-9.67,0.55
-8.05,0.55
-7.08,0.55
-5.77,0.55
-4.46,0.55
-3.47,0.55
-2.15,0.55
-0.83,0.55
0.5,0.55
1.82,0.55
3.14,0.55
4.79,0.55
6.1,0.55
7.73,0.55
9.34,0.55
10.95,0.55
12.22,0.55
13.79,0.55
16.56,-0.55
18.07,-0.55
19.25,-0.55
19.84,-0.55
18.66,-0.55
16.86,-0.55
15.34,-0.55
13.47,-0.55
11.58,-0.55
9.67,-0.55
7.73,-0.55
6.1,-0.55
4.13,-0.55
1.82,-0.55
-0.17,-0.55
-2.48,-0.55
-4.79,-0.55
-7.08,-0.55
-9.34,-0.55
-11.27,-0.55
-13.47,-0.55
-15.95,-0.55
-17.77,-0.55
-19.84,-0.55
-21.58,0.55
-22.43,0.55
-22.99,0.55
-23.27,0.55
-22.99,0.55
-21.86,0.55
-20.13,0.55
-18.36,0.55
-16.25,0.55
-14.1,0.55
-12.53,0.55
-10.95,0.55
-9.67,0.55
-8.38,0.55
-7.08,0.55
-5.77,0.55
-4.46,0.55
-2.81,0.55
-1.49,0.55
-0.17,0.55
1.49,0.55
3.14,0.55
4.79,0.55
6.42,0.55
8.05,0.55
11.58,-0.55
13.16,-0.55
14.41,-0.55
15.03,-0.55
14.1,-0.55
12.22,-0.55
10.95,-0.55
9.34,-0.55
7.73,-0.55
5.77,-0.55
4.13,-0.55
2.48,-0.55
0.83,-0.55
-0.83,-0.55
-2.81,-0.55
-4.79,-0.55
-6.75,-0.55
-8.7,-0.55
-10.63,-0.55
-12.53,-0.55
-14.1,0.55
-15.95,0.55
-17.16,0.55
-17.77,0.55
-16.86,0.55
-15.03,0.55
-14.1,0.55
-12.53,0.55
-11.27,0.55
-9.67,0.55
-8.38,0.55
-6.75,0.55
-5.44,0.55
-4.13,0.55
-2.81,0.55
-1.49,0.55
-0.17,0.55
1.16,0.55
2.81,0.55
4.13,0.55
5.77,0.55
7.4,0.55
8.7,0.55
10.31,0.55
11.9,0.55
13.47,0.55
14.72,0.55
16.25,-0.55
17.77,-0.55
19.25,-0.55
19.84,-0.55
18.96,-0.55
17.16,-0.55
15.64,-0.55
13.79,-0.55
12.22,-0.55
10.31,-0.55
8.38,-0.55
6.42,-0.55
4.46,-0.55
2.15,-0.55
-0.17,-0.55
-2.48,-0.55
-4.79,-0.55
-7.08,-0.55
-9.34,-0.55
-11.9,-0.55
-14.1,0.55
-16.56,0.55
-18.66,0.55
-19.55,0.55
-18.66,-0.55
-16.86,0.55
-15.95,0.55
-14.72,0.55
-14.41,0.55
-14.41,0.55
-12.85,0.55
-10.95,0.55
-9.34,0.55
-7.4,0.55
-5.77,0.55
-4.13,0.55
-2.15,0.55
-0.5,0.55
1.49,0.55
3.14,0.55
5.11,0.55
6.75,0.55
8.7,-0.55
10.63,-0.6
12.53,-0.6
13.16,-0.6
12.22,-0.6
10.95,-0.6
9.67,-0.6
7.73,-0.6
6.42,-0.6
4.46,-0.6
2.48,-0.6
0.17,-0.6
-1.82,-0.6
-4.13,-0.6
-6.42,-0.6
-8.7,-0.6
-12.85,0.6
-14.72,0.6
-16.56,0.6
-17.16,0.6
-16.86,0.6
-15.03,0.6
-13.47,0.6
-11.58,0.6
-9.67,0.6
-7.73,0.6
-6.1,0.6
-4.46,0.6
-2.81,0.6
-1.16,0.6
0.5,0.6
2.15,0.6
3.8,0.6
5.77,0.6
7.4,0.6
9.34,0.6
10.95,0.6
12.85,0.6
14.41,0.6
16.25,0.6
17.77,0.6
21.29,-0.6
22.15,-0.6
22.99,-0.6
23.27,-0.6
22.71,-0.6
21.58,-0.6
20.71,-0.6
18.36,-0.6
16.25,-0.6
13.79,-0.6
11.58,-0.6
9.34,-0.6
6.75,-0.6
4.13,-0.6
1.49,-0.6
-1.16,-0.6
-3.8,-0.6
-6.42,-0.6
-9.34,-0.6
-15.03,0.6
-17.77,0.6
-20.71,0.6
-22.15,0.6
-21.86,0.6
-20.42,0.6
-18.96,0.6
-17.47,0.6
-15.64,0.6
-13.47,0.6
-11.58,0.6
-9.67,0.6
-7.4,0.6
-5.44,0.6
-3.47,0.6
-1.49,0.6
0.83,0.6
3.14,0.6
7.73,-0.6
9.99,-0.6
12.22,-0.6
13.79,-0.6
12.85,-0.6
11.58,-0.6
9.99,-0.6
8.38,-0.6
6.42,-0.6
4.46,-0.6
1.82,-0.6
-0.17,-0.6
-2.81,-0.6
-5.44,-0.6
-7.73,0.6
-10.63,0.6
-13.16,0.6
-15.03,0.6
-14.41,0.6
-12.85,0.6
-11.9,0.6
-10.31,0.6
-8.7,0.6
-6.75,0.6
-5.11,0.6
-3.47,0.6
-1.49,0.6
0.5,0.6
2.48,0.6
4.13,0.6
6.42,0.6
8.38,0.6
10.31,0.6
12.53,0.6
14.41,-0.6
16.56,-0.6
18.36,-0.6
19.25,-0.6
18.07,-0.6
16.56,-0.6
15.34,-0.6
13.16,-0.6
11.27,-0.6
8.7,-0.6
6.75,-0.6
4.46,-0.6
2.15,-0.6
-0.5,-0.6
-2.81,-0.6
-5.44,-0.6
-8.05,-0.6
-10.63,-0.6
-13.47,-0.6
-15.95,0.6
-18.66,0.6
-21.29,0.6
-22.43,0.6
-22.15,0.6
-21.0,0.6
-19.55,0.6
-17.77,0.6
-15.95,0.6
-14.1,0.6
-11.9,0.6
-9.67,0.6
-7.4,0.6
-5.44,0.6
-3.14,0.6
-0.83,0.6
1.49,0.6
3.8,0.6
6.1,0.6
8.38,0.6
10.63,0.6
12.85,0.6
15.03,0.6
17.16,0.6
19.25,-0.6
21.29,-0.6
22.15,-0.6
22.43,-0.6
21.58,-0.6
20.71,-0.6
18.66,-0.6
16.56,-0.6
14.41,-0.6
12.22,-0.6
9.67,-0.6
7.4,-0.6
5.11,-0.6
2.48,-0.6
-0.17,-0.6
-2.15,-0.6
-4.46,-0.6
-6.42,0.65
-8.38,0.65
-9.99,0.65
-10.63,0.65
-9.67,0.65
-8.38,0.65
-6.75,0.65
-4.79,0.65
-3.14,0.65
-1.16,0.65
0.83,0.65
2.81,0.65
4.79,0.65
6.75,0.65
9.02,0.65
13.16,-0.65
15.34,-0.65
17.47,-0.65
18.66,-0.65
17.16,-0.65
15.64,-0.65
14.1,-0.65
11.9,-0.65
9.67,-0.65
7.08,-0.65
4.79,-0.65
2.15,-0.65
-0.5,-0.65
-3.14,-0.65
-5.77,-0.65
-8.05,-0.65
-10.63,-0.65
-12.85,0.65
-15.34,0.65
-17.47,0.65
-18.36,0.65
-18.36,0.65
-16.25,0.65
-14.41,0.65
-12.53,0.65
-10.63,0.65
-8.38,0.65
-6.75,0.65
-4.79,0.65
-2.81,0.65
-0.83,0.65
1.16,0.65
3.14,0.65
5.11,0.65
7.4,0.65
11.58,-0.65
